Date,Type,Link
9/17/2022 17:07,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6976764139922710528
9/17/2022 17:06,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6976836806205927424
9/16/2022 9:18,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6976170761241657345
9/16/2022 1:59,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6976232076052172801
9/15/2022 8:42,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6976086072950706177
9/14/2022 8:29,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6975666470798151680
9/13/2022 4:49,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6975105011273920512
9/12/2022 15:52,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6975105107742912512
9/12/2022 10:55,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6975000941917818880
9/11/2022 13:06,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6974666769927942144
9/11/2022 1:02,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6974413752649547776
9/9/2022 8:37,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6973907537599311872
9/7/2022 13:56,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6973270357298278400
9/7/2022 12:42,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6973236980134359040
9/3/2022 4:20,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6971499897241899008
9/3/2022 4:20,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6971362159674945536
9/2/2022 7:13,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6971348234677968896
9/2/2022 4:04,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6971304239427923968
9/1/2022 17:05,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6971145729939562496
9/1/2022 7:31,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6970610538338758656
8/31/2022 13:33,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6970731202097872897
8/31/2022 2:41,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6970436298876592128
8/31/2022 2:41,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6970441755183710208
8/30/2022 9:36,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6969672313499725825
8/30/2022 4:52,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6970198437464092672
8/29/2022 15:14,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6969982153828782080
8/29/2022 15:13,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6970016830216114176
8/29/2022 14:39,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6970011504393764864
8/29/2022 13:20,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6969991632972574720
8/25/2022 16:31,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6968549189165154304
